Date,HOBBIES_1_004_CA_2_evaluation,HOBBIES_1_008_CA_2_evaluation,HOBBIES_1_014_CA_2_evaluation,HOBBIES_1_015_CA_2_evaluation,HOBBIES_1_016_CA_2_evaluation,HOBBIES_1_021_CA_2_evaluation,HOBBIES_1_043_CA_2_evaluation,HOBBIES_1_048_CA_2_evaluation,HOBBIES_1_079_CA_2_evaluation,HOBBIES_1_085_CA_2_evaluation,HOBBIES_1_103_CA_2_evaluation,HOBBIES_1_105_CA_2_evaluation,HOBBIES_1_108_CA_2_evaluation,HOBBIES_1_134_CA_2_evaluation,HOBBIES_1_144_CA_2_evaluation,HOBBIES_1_148_CA_2_evaluation,HOBBIES_1_149_CA_2_evaluation,HOBBIES_1_151_CA_2_evaluation,HOBBIES_1_157_CA_2_evaluation,HOBBIES_1_173_CA_2_evaluation,HOBBIES_1_178_CA_2_evaluation,HOBBIES_1_179_CA_2_evaluation,HOBBIES_1_189_CA_2_evaluation,HOBBIES_1_201_CA_2_evaluation,HOBBIES_1_215_CA_2_evaluation,HOBBIES_1_244_CA_2_evaluation,HOBBIES_1_254_CA_2_evaluation,HOBBIES_1_256_CA_2_evaluation,HOBBIES_1_279_CA_2_evaluation,HOBBIES_1_287_CA_2_evaluation,HOBBIES_1_297_CA_2_evaluation,HOBBIES_1_319_CA_2_evaluation,HOBBIES_1_323_CA_2_evaluation,HOBBIES_1_324_CA_2_evaluation,HOBBIES_1_329_CA_2_evaluation,HOBBIES_1_337_CA_2_evaluation,HOBBIES_1_341_CA_2_evaluation,HOBBIES_1_348_CA_2_evaluation,HOBBIES_1_350_CA_2_evaluation,HOBBIES_1_356_CA_2_evaluation,HOBBIES_1_364_CA_2_evaluation,HOBBIES_1_370_CA_2_evaluation,HOBBIES_1_371_CA_2_evaluation,HOBBIES_1_379_CA_2_evaluation,HOBBIES_1_381_CA_2_evaluation,HOBBIES_1_404_CA_2_evaluation,HOBBIES_1_416_CA_2_evaluation,HOBBIES_1_420_CA_2_evaluation,HOUSEHOLD_1_003_CA_2_evaluation,HOUSEHOLD_1_007_CA_2_evaluation,HOUSEHOLD_1_012_CA_2_evaluation,HOUSEHOLD_1_014_CA_2_evaluation,HOUSEHOLD_1_025_CA_2_evaluation,HOUSEHOLD_1_027_CA_2_evaluation,HOUSEHOLD_1_038_CA_2_evaluation,HOUSEHOLD_1_047_CA_2_evaluation,HOUSEHOLD_1_048_CA_2_evaluation,HOUSEHOLD_1_055_CA_2_evaluation,HOUSEHOLD_1_061_CA_2_evaluation,HOUSEHOLD_1_072_CA_2_evaluation,HOUSEHOLD_1_075_CA_2_evaluation,HOUSEHOLD_1_079_CA_2_evaluation,HOUSEHOLD_1_082_CA_2_evaluation,HOUSEHOLD_1_083_CA_2_evaluation,HOUSEHOLD_1_087_CA_2_evaluation,HOUSEHOLD_1_095_CA_2_evaluation,HOUSEHOLD_1_099_CA_2_evaluation,HOUSEHOLD_1_107_CA_2_evaluation,HOUSEHOLD_1_121_CA_2_evaluation,HOUSEHOLD_1_122_CA_2_evaluation,HOUSEHOLD_1_129_CA_2_evaluation,HOUSEHOLD_1_141_CA_2_evaluation,HOUSEHOLD_1_153_CA_2_evaluation,HOUSEHOLD_1_158_CA_2_evaluation,HOUSEHOLD_1_165_CA_2_evaluation,HOUSEHOLD_1_170_CA_2_evaluation,HOUSEHOLD_1_176_CA_2_evaluation,HOUSEHOLD_1_188_CA_2_evaluation,HOUSEHOLD_1_192_CA_2_evaluation,HOUSEHOLD_1_194_CA_2_evaluation,HOUSEHOLD_1_197_CA_2_evaluation,HOUSEHOLD_1_198_CA_2_evaluation,HOUSEHOLD_1_202_CA_2_evaluation,HOUSEHOLD_1_204_CA_2_evaluation,HOUSEHOLD_1_205_CA_2_evaluation,HOUSEHOLD_1_212_CA_2_evaluation,HOUSEHOLD_1_215_CA_2_evaluation,HOUSEHOLD_1_218_CA_2_evaluation,HOUSEHOLD_1_220_CA_2_evaluation,HOUSEHOLD_1_232_CA_2_evaluation,HOUSEHOLD_1_235_CA_2_evaluation,HOUSEHOLD_1_238_CA_2_evaluation,HOUSEHOLD_1_241_CA_2_evaluation,HOUSEHOLD_1_243_CA_2_evaluation,HOUSEHOLD_1_247_CA_2_evaluation,HOUSEHOLD_1_249_CA_2_evaluation,HOUSEHOLD_1_262_CA_2_evaluation,HOUSEHOLD_1_268_CA_2_evaluation,HOUSEHOLD_1_275_CA_2_evaluation,HOUSEHOLD_1_280_CA_2_evaluation
2013-05-13,2.5965559999999996,0.285434,0.572942,0.429188,0.429188,6.599552000000001,0.429188,0.285434,4.387952,8.169788,0.429188,3.724472,7.2077420000000005,1.999424,6.101942,2.729252,0.8936240000000001,3.055463,6.101942,6.096413000000001,0.285434,3.829523,0.285434,3.3374420000000002,6.101942,0.285434,0.429188,0.285434,2.231642,3.060992,8.169788,0.5840000000000001,2.9282960000000005,8.169788,2.2261130000000002,2.060243,0.285434,0.285434,1.6787420000000002,3.060992,7.097162,0.285434,0.285434,1.203248,0.429188,0.285434,2.779013,3.204746,4.990613000000001,0.8825660000000001,2.198468,9.966713,1.6787420000000002,3.149456,2.917238,2.2261130000000002,1.601336,2.231642,1.070552,4.443242000000001,1.540517,2.729252,1.9551920000000003,0.572942,2.502563,3.331913,1.3414730000000001,1.9551920000000003,1.402292,1.280654,2.231642,1.0097330000000002,1.1203130000000001,1.8224960000000001,9.966713,1.114784,2.231642,2.231642,2.032598,2.7845420000000005,2.779013,0.572942,1.125842,1.070552,3.331913,2.591027,1.2695960000000002,1.125842,1.1203130000000001,2.2261130000000002,1.9496630000000004,1.402292,4.421126,1.1203130000000001,0.567413,4.4377130000000005,0.567413,4.658873,1.6732130000000003,2.779013
2013-05-14,2.5965559999999996,0.285434,0.572942,0.429188,0.429188,6.599552000000001,0.429188,0.285434,4.387952,8.169788,0.429188,3.724472,7.2077420000000005,1.999424,6.101942,2.729252,0.8936240000000001,3.055463,6.101942,6.096413000000001,0.285434,3.829523,0.285434,3.3374420000000002,6.101942,0.285434,0.429188,0.285434,2.231642,3.060992,8.169788,0.5840000000000001,2.9282960000000005,8.169788,2.2261130000000002,2.060243,0.285434,0.285434,1.6787420000000002,3.060992,7.097162,0.285434,0.285434,1.203248,0.429188,0.285434,2.779013,3.204746,4.990613000000001,0.8825660000000001,2.198468,9.966713,1.6787420000000002,3.149456,2.917238,2.2261130000000002,1.601336,2.231642,1.070552,4.443242000000001,1.540517,2.729252,1.9551920000000003,0.572942,2.502563,3.331913,1.3414730000000001,1.9551920000000003,1.402292,1.280654,2.231642,1.0097330000000002,1.1203130000000001,1.8224960000000001,9.966713,1.114784,2.231642,2.231642,2.032598,2.7845420000000005,2.779013,0.572942,1.125842,1.070552,3.331913,2.591027,1.2695960000000002,1.125842,1.1203130000000001,2.2261130000000002,1.9496630000000004,1.402292,4.421126,1.1203130000000001,0.567413,4.4377130000000005,0.567413,4.658873,1.6732130000000003,2.779013
2013-05-15,2.5965559999999996,0.285434,0.572942,0.429188,0.429188,6.599552000000001,0.429188,0.285434,4.387952,8.169788,0.429188,3.724472,7.2077420000000005,1.999424,6.101942,2.729252,0.8936240000000001,3.055463,6.101942,6.096413000000001,0.285434,3.829523,0.285434,3.3374420000000002,6.101942,0.285434,0.429188,0.285434,2.231642,3.060992,8.169788,0.5840000000000001,2.9282960000000005,8.169788,2.2261130000000002,2.060243,0.285434,0.285434,1.6787420000000002,3.060992,7.097162,0.285434,0.285434,1.203248,0.429188,0.285434,2.779013,3.204746,4.990613000000001,0.8825660000000001,2.198468,9.966713,1.6787420000000002,3.149456,2.917238,2.2261130000000002,1.601336,2.231642,1.070552,4.443242000000001,1.540517,2.729252,1.9551920000000003,0.572942,2.502563,3.331913,1.3414730000000001,1.9551920000000003,1.402292,1.280654,2.231642,1.0097330000000002,1.1203130000000001,1.8224960000000001,9.966713,1.114784,2.231642,2.231642,2.032598,2.7845420000000005,2.779013,0.572942,1.125842,1.070552,3.331913,2.591027,1.2695960000000002,1.125842,1.1203130000000001,2.2261130000000002,1.9496630000000004,1.402292,4.421126,1.1203130000000001,0.567413,4.4377130000000005,0.567413,4.658873,1.6732130000000003,2.779013
2013-05-16,2.5965559999999996,0.285434,0.572942,0.429188,0.429188,6.599552000000001,0.429188,0.285434,4.387952,8.169788,0.429188,3.724472,7.2077420000000005,1.999424,6.101942,2.729252,0.8936240000000001,3.055463,6.101942,6.096413000000001,0.285434,3.829523,0.285434,3.3374420000000002,6.101942,0.285434,0.429188,0.285434,2.231642,3.060992,8.169788,0.5840000000000001,2.9282960000000005,8.169788,2.2261130000000002,2.060243,0.285434,0.285434,1.6787420000000002,3.060992,7.097162,0.285434,0.285434,1.203248,0.429188,0.285434,2.779013,3.204746,4.990613000000001,0.8825660000000001,2.198468,9.966713,1.6787420000000002,3.149456,2.917238,2.2261130000000002,1.601336,2.231642,1.070552,4.443242000000001,1.540517,2.729252,1.9551920000000003,0.572942,2.502563,3.331913,1.3414730000000001,1.9551920000000003,1.402292,1.280654,2.231642,1.0097330000000002,1.1203130000000001,1.8224960000000001,9.966713,1.114784,2.231642,2.231642,2.032598,2.7845420000000005,2.779013,0.572942,1.125842,1.070552,3.331913,2.591027,1.2695960000000002,1.125842,1.1203130000000001,2.2261130000000002,1.9496630000000004,1.402292,4.421126,1.1203130000000001,0.567413,4.4377130000000005,0.567413,4.658873,1.6732130000000003,2.779013
2013-05-17,2.5965559999999996,0.285434,0.572942,0.429188,0.429188,6.599552000000001,0.429188,0.285434,4.387952,8.169788,0.429188,3.724472,7.2077420000000005,1.999424,6.101942,2.729252,0.8936240000000001,3.055463,6.101942,6.096413000000001,0.285434,3.829523,0.285434,3.3374420000000002,6.101942,0.285434,0.429188,0.285434,2.231642,3.060992,8.169788,0.5840000000000001,2.9282960000000005,8.169788,2.2261130000000002,2.060243,0.285434,0.285434,1.6787420000000002,3.060992,7.097162,0.285434,0.285434,1.203248,0.429188,0.285434,2.779013,3.204746,4.990613000000001,0.8825660000000001,2.198468,9.966713,1.6787420000000002,3.149456,2.917238,2.2261130000000002,1.601336,2.231642,1.070552,4.443242000000001,1.540517,2.729252,1.9551920000000003,0.572942,2.502563,3.331913,1.3414730000000001,1.9551920000000003,1.402292,1.280654,2.231642,1.0097330000000002,1.1203130000000001,1.8224960000000001,9.966713,1.114784,2.231642,2.231642,2.032598,2.7845420000000005,2.779013,0.572942,1.125842,1.070552,3.331913,2.591027,1.2695960000000002,1.125842,1.1203130000000001,2.2261130000000002,1.9496630000000004,1.402292,4.421126,1.1203130000000001,0.567413,4.4377130000000005,0.567413,4.658873,1.6732130000000003,2.779013
2013-05-18,2.5965559999999996,0.285434,0.572942,0.429188,0.429188,6.599552000000001,0.429188,0.285434,4.387952,8.169788,0.429188,3.724472,7.2077420000000005,1.999424,6.101942,2.729252,0.8936240000000001,3.055463,6.101942,6.096413000000001,0.285434,3.829523,0.285434,3.3374420000000002,6.101942,0.285434,0.429188,0.285434,2.231642,3.060992,8.169788,0.5840000000000001,2.9282960000000005,8.169788,2.2261130000000002,2.060243,0.285434,0.285434,1.6787420000000002,3.060992,7.097162,0.285434,0.285434,1.203248,0.429188,0.285434,2.779013,3.204746,4.990613000000001,0.8825660000000001,2.198468,9.966713,1.6787420000000002,3.149456,2.917238,2.2261130000000002,1.601336,2.231642,1.070552,4.443242000000001,1.540517,2.729252,1.9551920000000003,0.572942,2.502563,3.331913,1.3414730000000001,1.9551920000000003,1.402292,1.280654,2.231642,1.0097330000000002,1.1203130000000001,1.8224960000000001,9.966713,1.114784,2.231642,2.231642,2.032598,2.7845420000000005,2.779013,0.572942,1.125842,1.070552,3.331913,2.591027,1.2695960000000002,1.125842,1.1203130000000001,2.2261130000000002,1.9496630000000004,1.402292,4.421126,1.1203130000000001,0.567413,4.4377130000000005,0.567413,4.658873,1.6732130000000003,2.779013
2013-05-19,2.5965559999999996,0.285434,0.572942,0.429188,0.429188,6.599552000000001,0.429188,0.285434,4.387952,8.169788,0.429188,3.724472,7.2077420000000005,1.999424,6.101942,2.729252,0.8936240000000001,3.055463,6.101942,6.096413000000001,0.285434,3.829523,0.285434,3.3374420000000002,6.101942,0.285434,0.429188,0.285434,2.231642,3.060992,8.169788,0.5840000000000001,2.9282960000000005,8.169788,2.2261130000000002,2.060243,0.285434,0.285434,1.6787420000000002,3.060992,7.097162,0.285434,0.285434,1.203248,0.429188,0.285434,2.779013,3.204746,4.990613000000001,0.8825660000000001,2.198468,9.966713,1.6787420000000002,3.149456,2.917238,2.2261130000000002,1.601336,2.231642,1.070552,4.443242000000001,1.540517,2.729252,1.9551920000000003,0.572942,2.502563,3.331913,1.3414730000000001,1.9551920000000003,1.402292,1.280654,2.231642,1.0097330000000002,1.1203130000000001,1.8224960000000001,9.966713,1.114784,2.231642,2.231642,2.032598,2.7845420000000005,2.779013,0.572942,1.125842,1.070552,3.331913,2.591027,1.2695960000000002,1.125842,1.1203130000000001,2.2261130000000002,1.9496630000000004,1.402292,4.421126,1.1203130000000001,0.567413,4.4377130000000005,0.567413,4.658873,1.6732130000000003,2.779013
2013-05-20,2.5965559999999996,0.285434,0.572942,0.429188,0.429188,6.599552000000001,0.429188,0.285434,4.387952,8.169788,0.429188,3.724472,7.2077420000000005,1.999424,6.101942,2.729252,0.8936240000000001,3.055463,6.101942,6.096413000000001,0.285434,3.829523,0.285434,3.3374420000000002,6.101942,0.285434,0.429188,0.285434,2.231642,3.060992,8.169788,0.5840000000000001,2.9282960000000005,8.169788,2.2261130000000002,2.060243,0.285434,0.285434,1.6787420000000002,3.060992,7.097162,0.285434,0.285434,1.203248,0.429188,0.285434,2.779013,3.204746,4.990613000000001,0.8825660000000001,2.198468,9.966713,1.6787420000000002,3.149456,2.917238,2.2261130000000002,1.601336,2.231642,1.070552,4.443242000000001,1.540517,2.729252,1.9551920000000003,0.572942,2.502563,3.331913,1.3414730000000001,1.9551920000000003,1.402292,1.280654,2.231642,1.0097330000000002,1.1203130000000001,1.8224960000000001,9.966713,1.114784,2.231642,2.231642,2.032598,2.7845420000000005,2.779013,0.572942,1.125842,1.070552,3.331913,2.591027,1.2695960000000002,1.125842,1.1203130000000001,2.2261130000000002,1.9496630000000004,1.402292,4.421126,1.1203130000000001,0.567413,4.4377130000000005,0.567413,4.658873,1.6732130000000003,2.779013
2013-05-21,2.5965559999999996,0.285434,0.572942,0.429188,0.429188,6.599552000000001,0.429188,0.285434,4.387952,8.169788,0.429188,3.724472,7.2077420000000005,1.999424,6.101942,2.729252,0.8936240000000001,3.055463,6.101942,6.096413000000001,0.285434,3.829523,0.285434,3.3374420000000002,6.101942,0.285434,0.429188,0.285434,2.231642,3.060992,8.169788,0.5840000000000001,2.9282960000000005,8.169788,2.2261130000000002,2.060243,0.285434,0.285434,1.6787420000000002,3.060992,7.097162,0.285434,0.285434,1.203248,0.429188,0.285434,2.779013,3.204746,4.990613000000001,0.8825660000000001,2.198468,9.966713,1.6787420000000002,3.149456,2.917238,2.2261130000000002,1.601336,2.231642,1.070552,4.443242000000001,1.540517,2.729252,1.9551920000000003,0.572942,2.502563,3.331913,1.3414730000000001,1.9551920000000003,1.402292,1.280654,2.231642,1.0097330000000002,1.1203130000000001,1.8224960000000001,9.966713,1.114784,2.231642,2.231642,2.032598,2.7845420000000005,2.779013,0.572942,1.125842,1.070552,3.331913,2.591027,1.2695960000000002,1.125842,1.1203130000000001,2.2261130000000002,1.9496630000000004,1.402292,4.421126,1.1203130000000001,0.567413,4.4377130000000005,0.567413,4.658873,1.6732130000000003,2.779013
2013-05-22,2.5965559999999996,0.285434,0.572942,0.429188,0.429188,6.599552000000001,0.429188,0.285434,4.387952,8.169788,0.429188,3.724472,7.2077420000000005,1.999424,6.101942,2.729252,0.8936240000000001,3.055463,6.101942,6.096413000000001,0.285434,3.829523,0.285434,3.3374420000000002,6.101942,0.285434,0.429188,0.285434,2.231642,3.060992,8.169788,0.5840000000000001,2.9282960000000005,8.169788,2.2261130000000002,2.060243,0.285434,0.285434,1.6787420000000002,3.060992,7.097162,0.285434,0.285434,1.203248,0.429188,0.285434,2.779013,3.204746,4.990613000000001,0.8825660000000001,2.198468,9.966713,1.6787420000000002,3.149456,2.917238,2.2261130000000002,1.601336,2.231642,1.070552,4.443242000000001,1.540517,2.729252,1.9551920000000003,0.572942,2.502563,3.331913,1.3414730000000001,1.9551920000000003,1.402292,1.280654,2.231642,1.0097330000000002,1.1203130000000001,1.8224960000000001,9.966713,1.114784,2.231642,2.231642,2.032598,2.7845420000000005,2.779013,0.572942,1.125842,1.070552,3.331913,2.591027,1.2695960000000002,1.125842,1.1203130000000001,2.2261130000000002,1.9496630000000004,1.402292,4.421126,1.1203130000000001,0.567413,4.4377130000000005,0.567413,4.658873,1.6732130000000003,2.779013
